216	35169.3000000000	14064.1000000000	4076567.68410000	2521370.67230000	4194296.75420000
218	38101.1000000000	11579.9000000000	4078056.04080000	2520816.13930000	4193213.30850000
220	35391.4000000000	9116.20000000000	4077877.22610000	2519252.35130000	4194162.63810000
221	37201.1000000000	10111.3000000000	4078156.41290000	2520009.91870000	4193517.69720000
223	35225.9000000000	25385.7000000000	4073625.82540000	2526269.89640000	4194268.86730000
227	39701.0000000000	17264.4000000000	4077083.97840000	2523576.99610000	4192681.03910000
230	38826.8000000000	21632.2000000000	4075662.13840000	2525295.03620000	4192964.98440000
234	39533.9000000000	36275.0000000000	4072034.63910000	2531748.57440000	4192689.67280000
237	37004.7000000000	38217.1000000000	4070774.25420000	2532129.53650000	4193594.03300000
238	33586.0000000000	39115.3000000000	4069771.76060000	2532011.33230000	4195112.80960000
244	4945.19360000000	39708.8722000000	4061014.93630000	2527019.26340000	4205269.97080000
250	6554.10590000000	37427.9531000000	4062129.20580000	2526344.55150000	4204738.42090000
258	30475.6179000000	30593.5783000000	4070937.22310000	2527700.04100000	4196068.38370000
260	29578.6013000000	26263.9089000000	4071704.27240000	2525619.09650000	4196276.32290000
262	30025.5000000000	23551.9000000000	4072576.39320000	2524542.46920000	4196151.35290000
263	30356.7763000000	19780.4545000000	4073584.47490000	2522936.67190000	4195944.40440000
266	28230.8000000000	39040.9000000000	4068035.70190000	2530933.24230000	4196841.06900000
269	23585.3000000000	36268.9000000000	4067302.59470000	2528854.74670000	4198415.44680000
273	9441.0456000000	33256.0265000000	4064098.31570000	2525076.44130000	4203728.48490000
278	13124.3649000000	39099.3655000000	4063578.52030000	2528235.14030000	4202310.81870000
292	29370.7000000000	33078.7000000000	4069960.41830000	2528573.23040000	4196464.67280000
299	16187.8000000000	33577.8000000000	4066108.70130000	2526485.37710000	4201420.20070000
300	14936.3462000000	38071.2437000000	4064386.25820000	2528119.40350000	4201660.37480000
304	34174.3000000000	30248.7000000000	4072047.61130000	2528183.89670000	4194650.22530000
305	23151.9000000000	38829.4000000000	4066535.41500000	2529898.14270000	4198608.61800000
1841	39860.2555000000	2124.31940000000	4080983.03340000	2517023.96590000	4192516.53630000
1871	37334.2000000000	1105.20000000000	4080426.96820000	2516090.53900000	4193334.19780000
1911	36689.9933000000	5728.27070000000	4079044.38550000	2517974.84780000	4193578.32430000
1941	39933.7142000000	6762.36180000000	4079764.76880000	2519022.91320000	4192450.42630000
2601	8330.80000000000	39473.5000000000	4062036.08990000	2527513.42920000	4204003.51380000
2621	9909.40000000000	39056.5000000000	4062594.24980000	2527611.06680000	4203414.02870000
2631	11221.2000000000	36092.6000000000	4063812.21820000	2526593.29210000	4203005.00750000
15	27805.9774000000	7101.34360000000	4076169.51070000	2517015.43010000	4196900.45800000
24	29721.4163000000	9611.51040000000	4076167.48490000	2518489.08020000	4196314.38750000
47	25074.4000000000	18041.4000000000	4072576.69230000	2521278.35110000	4197963.70420000
54	23276.8000000000	13313.3000000000	4073214.28140000	2518879.96280000	4198530.49340000
72	29465.2000000000	20826.2000000000	4073104.68230000	2523255.01080000	4196332.15940000
98	20986.7000000000	24001.3000000000	4069699.93920000	2523059.80120000	4199300.02090000
100	26421.2000000000	26701.9000000000	4070723.87460000	2525269.04480000	4197491.39870000
112	13973.9000000000	25837.6000000000	4067234.30860000	2522624.41140000	4201926.37130000
170	16030.8000000000	30090.5000000000	4066907.41600000	2524918.81100000	4201397.82290000
183	21017.5000000000	18515.1000000000	4071294.17920000	2520768.42890000	4199470.50930000
207	36188.0000000000	6705.30000000000	4078709.84320000	2518340.52510000	4193841.12080000
224	35332.7380000000	22600.8994000000	4074375.63550000	2525082.34500000	4194220.08470000
228	37399.3249000000	15664.9190000000	4076767.10320000	2522443.83760000	4193444.81470000
239	38017.9000000000	31852.2000000000	4072674.23400000	2529530.52650000	4193158.74030000
248	7814.95460000000	34279.8301000000	4063357.99600000	2525228.16400000	4204323.36970000
261	30668.4310000000	25907.4002000000	4072129.17670000	2525667.07850000	4195893.83300000
268	21961.2000000000	33109.4000000000	4067640.06900000	2527189.64750000	4198989.71620000
271	11248.9245000000	34395.5335000000	4064260.12000000	2525862.27840000	4202990.96180000
289	29012.9000000000	35466.4000000000	4069200.80150000	2529528.05210000	4196558.54900000
302	32954.9000000000	34779.0000000000	4070623.39190000	2529979.41380000	4195230.12390000
